,Unnamed: 0,id,no_of_libraries,no_of_laboratories,no_of_conference_halls,no_of_health_centers,no_of_computer_centers,sum
4170,4170,178241,1.0,0.0,1.0,0.0,1.0,3.0
4171,4171,192807,1.0,8.0,1.0,0.0,1.0,11.0
4172,4172,188494,1.0,1.0,1.0,1.0,1.0,5.0
4173,4173,209903,1.0,0.0,1.0,1.0,1.0,4.0
4174,4174,161981,1.0,0.0,1.0,0.0,0.0,2.0
4175,4175,161590,1.0,5.0,1.0,0.0,1.0,8.0
4176,4176,161958,1.0,3.0,0.0,0.0,1.0,5.0
4177,4177,200691,1.0,1.0,1.0,1.0,0.0,4.0
4178,4178,183860,1.0,1.0,1.0,0.0,1.0,4.0
4179,4179,187284,1.0,1.0,1.0,0.0,0.0,3.0
4180,4180,202036,1.0,1.0,1.0,1.0,1.0,5.0
4181,4181,169952,1.0,1.0,1.0,0.0,1.0,4.0
4182,4182,157812,1.0,6.0,1.0,1.0,1.0,10.0
4183,4183,206663,1.0,1.0,1.0,0.0,1.0,4.0
4184,4184,176566,1.0,5.0,1.0,1.0,1.0,9.0
4185,4185,200478,1.0,0.0,1.0,0.0,1.0,3.0
4186,4186,157084,1.0,1.0,1.0,0.0,1.0,4.0
4187,4187,195049,1.0,3.0,1.0,1.0,1.0,7.0
4188,4188,174623,1.0,1.0,0.0,0.0,0.0,2.0
4189,4189,191930,1.0,0.0,0.0,0.0,1.0,2.0
4190,4190,194672,1.0,1.0,1.0,1.0,1.0,5.0
4191,4191,177756,0.0,0.0,0.0,0.0,0.0,0.0
4192,4192,203454,1.0,1.0,1.0,1.0,1.0,5.0
4193,4193,206672,1.0,1.0,1.0,0.0,1.0,4.0
4194,4194,205259,1.0,1.0,1.0,0.0,1.0,4.0
4195,4195,204457,1.0,7.0,1.0,1.0,1.0,11.0
4196,4196,195460,1.0,1.0,1.0,1.0,1.0,5.0
4197,4197,158497,1.0,1.0,1.0,1.0,1.0,5.0
4198,4198,192540,1.0,1.0,1.0,0.0,1.0,4.0
4199,4199,190356,1.0,0.0,1.0,0.0,1.0,3.0
4200,4200,195256,1.0,75.0,9.0,1.0,1.0,87.0
4201,4201,170115,1.0,12.0,1.0,1.0,1.0,16.0
4202,4202,166276,1.0,1.0,1.0,0.0,1.0,4.0
4203,4203,157611,1.0,1.0,1.0,1.0,1.0,5.0
4204,4204,173654,1.0,1.0,1.0,0.0,3.0,6.0
4205,4205,179848,1.0,0.0,1.0,1.0,1.0,4.0
4206,4206,166219,1.0,1.0,1.0,1.0,1.0,5.0
4207,4207,198531,1.0,0.0,0.0,0.0,1.0,2.0
4208,4208,163793,1.0,0.0,1.0,0.0,1.0,3.0
4209,4209,174083,1.0,1.0,1.0,0.0,1.0,4.0
4210,4210,183359,1.0,1.0,1.0,1.0,1.0,5.0
4211,4211,199250,1.0,1.0,1.0,0.0,1.0,4.0
4212,4212,205776,0.0,0.0,0.0,0.0,0.0,0.0
4213,4213,169113,1.0,4.0,0.0,0.0,0.0,5.0
4214,4214,204052,1.0,4.0,1.0,1.0,1.0,8.0
4215,4215,205818,1.0,1.0,1.0,0.0,1.0,4.0
4216,4216,164494,1.0,1.0,1.0,0.0,1.0,4.0
4217,4217,167231,1.0,12.0,1.0,0.0,1.0,15.0
4218,4218,177180,1.0,1.0,0.0,0.0,1.0,3.0
4219,4219,196807,1.0,1.0,1.0,1.0,1.0,5.0
4220,4220,163651,1.0,1.0,0.0,0.0,1.0,3.0
4221,4221,191877,1.0,3.0,1.0,1.0,1.0,7.0
4222,4222,184886,1.0,6.0,2.0,0.0,2.0,11.0
4223,4223,204556,1.0,1.0,0.0,1.0,1.0,4.0
4224,4224,209128,1.0,7.0,1.0,0.0,1.0,10.0
4225,4225,193723,1.0,24.0,1.0,1.0,1.0,28.0
4226,4226,177205,1.0,1.0,1.0,1.0,1.0,5.0
4227,4227,202859,1.0,60.0,1.0,1.0,1.0,64.0
4228,4228,208943,0.0,0.0,0.0,0.0,0.0,0.0
4229,4229,167397,1.0,6.0,0.0,1.0,0.0,8.0
4230,4230,203650,1.0,0.0,1.0,0.0,0.0,2.0
4231,4231,190874,1.0,1.0,1.0,1.0,1.0,5.0
4232,4232,209409,1.0,0.0,0.0,0.0,1.0,2.0
4233,4233,192829,1.0,8.0,1.0,1.0,1.0,12.0
4234,4234,196724,1.0,8.0,1.0,1.0,1.0,12.0
4235,4235,165866,1.0,1.0,1.0,0.0,1.0,4.0
4236,4236,173477,1.0,12.0,1.0,1.0,1.0,16.0
4237,4237,198639,1.0,2.0,0.0,0.0,1.0,4.0
4238,4238,156832,1.0,1.0,1.0,1.0,1.0,5.0
4239,4239,174627,1.0,1.0,1.0,0.0,1.0,4.0
4240,4240,175698,1.0,4.0,2.0,0.0,1.0,8.0
4241,4241,181848,1.0,1.0,1.0,1.0,1.0,5.0
4242,4242,186026,1.0,4.0,0.0,0.0,1.0,6.0
4243,4243,165478,1.0,1.0,1.0,1.0,1.0,5.0
4244,4244,183080,1.0,2.0,1.0,0.0,0.0,4.0
4245,4245,190823,1.0,5.0,1.0,0.0,0.0,7.0
4246,4246,209427,3.0,3.0,9.0,1.0,3.0,19.0
4247,4247,159278,1.0,6.0,1.0,0.0,1.0,9.0
4248,4248,169462,1.0,14.0,1.0,1.0,1.0,18.0
4249,4249,164129,1.0,0.0,0.0,0.0,1.0,2.0
4250,4250,207982,1.0,1.0,1.0,0.0,1.0,4.0
4251,4251,175247,1.0,4.0,1.0,0.0,0.0,6.0
4252,4252,194283,2.0,39.0,2.0,1.0,2.0,46.0
4253,4253,160069,1.0,1.0,1.0,0.0,1.0,4.0
4254,4254,182635,1.0,0.0,0.0,0.0,1.0,2.0
4255,4255,206592,1.0,1.0,1.0,1.0,1.0,5.0
4256,4256,200067,1.0,0.0,0.0,0.0,1.0,2.0
4257,4257,207356,1.0,1.0,1.0,1.0,1.0,5.0
4258,4258,155118,1.0,1.0,1.0,1.0,1.0,5.0
4259,4259,186466,1.0,16.0,1.0,1.0,1.0,20.0
4260,4260,172397,1.0,91.0,9.0,1.0,1.0,103.0
4261,4261,182978,1.0,0.0,1.0,0.0,1.0,3.0
4262,4262,195496,1.0,1.0,1.0,0.0,1.0,4.0
4263,4263,175922,1.0,1.0,1.0,0.0,1.0,4.0
4264,4264,187314,1.0,1.0,1.0,1.0,2.0,6.0
4265,4265,204777,1.0,0.0,0.0,0.0,0.0,1.0
4266,4266,191923,1.0,1.0,1.0,0.0,1.0,4.0
4267,4267,161445,1.0,1.0,1.0,0.0,1.0,4.0
4268,4268,200812,1.0,1.0,0.0,0.0,1.0,3.0
4269,4269,187483,1.0,26.0,1.0,1.0,1.0,30.0
4270,4270,196217,1.0,0.0,0.0,0.0,0.0,1.0
4271,4271,160113,1.0,1.0,1.0,1.0,1.0,5.0
4272,4272,157944,1.0,1.0,1.0,0.0,1.0,4.0
4273,4273,177119,1.0,3.0,1.0,0.0,1.0,6.0
4274,4274,166733,1.0,0.0,1.0,0.0,1.0,3.0
4275,4275,198945,1.0,1.0,0.0,0.0,1.0,3.0
4276,4276,157321,1.0,1.0,1.0,1.0,1.0,5.0
4277,4277,169853,1.0,1.0,1.0,1.0,1.0,5.0
4278,4278,179732,1.0,4.0,1.0,0.0,1.0,7.0
4279,4279,210044,1.0,1.0,1.0,0.0,1.0,4.0
4280,4280,209119,1.0,0.0,1.0,1.0,1.0,4.0
4281,4281,192309,1.0,5.0,1.0,0.0,1.0,8.0
4282,4282,184916,1.0,0.0,1.0,0.0,1.0,3.0
4283,4283,176323,1.0,8.0,1.0,0.0,1.0,11.0
4284,4284,175192,1.0,5.0,0.0,0.0,1.0,7.0
4285,4285,198065,1.0,1.0,1.0,1.0,1.0,5.0
4286,4286,168063,1.0,1.0,1.0,0.0,1.0,4.0
4287,4287,183813,1.0,1.0,1.0,1.0,1.0,5.0
4288,4288,184197,1.0,1.0,1.0,1.0,1.0,5.0
4289,4289,206675,1.0,1.0,0.0,1.0,1.0,4.0
4290,4290,208038,1.0,1.0,1.0,1.0,1.0,5.0
4291,4291,202847,0.0,0.0,0.0,0.0,0.0,0.0
4292,4292,187194,2.0,1.0,1.0,1.0,1.0,6.0
4293,4293,205876,1.0,1.0,0.0,0.0,1.0,3.0
4294,4294,164684,1.0,1.0,0.0,0.0,1.0,3.0
4295,4295,176639,1.0,1.0,1.0,0.0,1.0,4.0
4296,4296,165192,1.0,1.0,1.0,1.0,1.0,5.0
4297,4297,209241,1.0,8.0,1.0,1.0,0.0,11.0
4298,4298,164468,1.0,0.0,1.0,0.0,1.0,3.0
4299,4299,195367,1.0,1.0,1.0,0.0,1.0,4.0
4300,4300,200964,1.0,1.0,1.0,1.0,1.0,5.0
4301,4301,199117,1.0,1.0,1.0,1.0,1.0,5.0
4302,4302,178986,1.0,1.0,0.0,0.0,0.0,2.0
4303,4303,196354,1.0,0.0,0.0,0.0,0.0,1.0
4304,4304,185151,1.0,1.0,1.0,0.0,1.0,4.0
4305,4305,195797,1.0,1.0,1.0,0.0,0.0,3.0
4306,4306,190472,1.0,1.0,1.0,1.0,1.0,5.0
4307,4307,164144,1.0,1.0,1.0,1.0,1.0,5.0
4308,4308,197619,1.0,1.0,1.0,1.0,1.0,5.0
4309,4309,166843,1.0,51.0,1.0,0.0,4.0,57.0
4310,4310,170486,1.0,53.0,1.0,1.0,1.0,57.0
4311,4311,170999,1.0,0.0,0.0,0.0,1.0,2.0
4312,4312,184670,1.0,4.0,1.0,0.0,2.0,8.0
4313,4313,189024,1.0,1.0,0.0,0.0,0.0,2.0
4314,4314,200453,1.0,1.0,0.0,0.0,1.0,3.0
4315,4315,172799,1.0,0.0,0.0,0.0,1.0,2.0
4316,4316,158481,1.0,1.0,1.0,1.0,1.0,5.0
4317,4317,189930,1.0,6.0,0.0,0.0,1.0,8.0
4318,4318,192469,1.0,0.0,0.0,0.0,1.0,2.0
4319,4319,157316,1.0,17.0,1.0,1.0,1.0,21.0
4320,4320,195914,1.0,1.0,1.0,1.0,1.0,5.0
4321,4321,156443,1.0,1.0,0.0,0.0,1.0,3.0
4322,4322,207549,1.0,1.0,1.0,1.0,1.0,5.0
4323,4323,163397,1.0,1.0,1.0,0.0,0.0,3.0
4324,4324,192754,1.0,7.0,1.0,0.0,1.0,10.0
4325,4325,178887,0.0,0.0,0.0,0.0,0.0,0.0
4326,4326,182361,1.0,1.0,1.0,0.0,1.0,4.0
4327,4327,177671,1.0,0.0,1.0,1.0,1.0,4.0
4328,4328,162375,1.0,1.0,1.0,0.0,1.0,4.0
4329,4329,197245,1.0,0.0,0.0,0.0,0.0,1.0
4330,4330,181033,1.0,4.0,0.0,0.0,0.0,5.0
4331,4331,199136,1.0,0.0,0.0,0.0,1.0,2.0
4332,4332,206087,1.0,0.0,1.0,0.0,1.0,3.0
4333,4333,198553,1.0,0.0,0.0,0.0,1.0,2.0
4334,4334,165642,1.0,1.0,1.0,0.0,1.0,4.0
4335,4335,197115,1.0,1.0,1.0,1.0,1.0,5.0
4336,4336,195082,1.0,1.0,1.0,1.0,1.0,5.0
4337,4337,169006,1.0,1.0,1.0,1.0,1.0,5.0
4338,4338,202765,1.0,0.0,0.0,0.0,1.0,2.0
4339,4339,206902,1.0,0.0,1.0,0.0,1.0,3.0
4340,4340,179931,1.0,1.0,0.0,1.0,1.0,4.0
4341,4341,208324,0.0,0.0,0.0,0.0,0.0,0.0
4342,4342,166720,1.0,0.0,1.0,0.0,1.0,3.0
4343,4343,207259,1.0,0.0,1.0,0.0,1.0,3.0
4344,4344,163134,1.0,1.0,0.0,0.0,1.0,3.0
4345,4345,161071,1.0,1.0,1.0,0.0,1.0,4.0
4346,4346,178678,1.0,7.0,0.0,0.0,1.0,9.0
4347,4347,178649,1.0,1.0,0.0,1.0,1.0,4.0
4348,4348,204797,1.0,1.0,1.0,0.0,1.0,4.0
4349,4349,162145,1.0,0.0,1.0,0.0,0.0,2.0
4350,4350,188212,1.0,1.0,1.0,1.0,1.0,5.0
4351,4351,206169,1.0,7.0,0.0,0.0,1.0,9.0
4352,4352,200339,1.0,6.0,2.0,1.0,1.0,11.0
4353,4353,207785,1.0,1.0,1.0,1.0,1.0,5.0
4354,4354,192345,1.0,5.0,1.0,0.0,1.0,8.0
4355,4355,200835,1.0,1.0,1.0,1.0,1.0,5.0
4356,4356,168173,1.0,1.0,1.0,0.0,1.0,4.0
4357,4357,206400,1.0,1.0,0.0,1.0,1.0,4.0
4358,4358,208337,1.0,0.0,0.0,0.0,1.0,2.0
4359,4359,208824,1.0,40.0,1.0,1.0,1.0,44.0
4360,4360,208955,1.0,1.0,1.0,1.0,1.0,5.0
4361,4361,157026,0.0,0.0,0.0,0.0,0.0,0.0
4362,4362,190226,1.0,1.0,1.0,1.0,1.0,5.0
4363,4363,185998,1.0,9.0,1.0,0.0,1.0,12.0
4364,4364,180035,1.0,1.0,1.0,0.0,1.0,4.0
4365,4365,165293,1.0,0.0,1.0,1.0,1.0,4.0
4366,4366,189013,1.0,8.0,1.0,0.0,1.0,11.0
4367,4367,189428,1.0,1.0,1.0,0.0,1.0,4.0
4368,4368,193532,1.0,9.0,1.0,0.0,1.0,12.0
4369,4369,191779,1.0,28.0,1.0,0.0,9.0,39.0
4370,4370,162673,1.0,1.0,1.0,0.0,1.0,4.0
4371,4371,181203,1.0,1.0,1.0,0.0,0.0,3.0
4372,4372,204543,1.0,1.0,1.0,0.0,0.0,3.0
4373,4373,156750,1.0,1.0,1.0,1.0,1.0,5.0
4374,4374,163111,1.0,1.0,1.0,1.0,1.0,5.0
4375,4375,198983,1.0,4.0,0.0,0.0,0.0,5.0
4376,4376,174468,1.0,1.0,1.0,1.0,1.0,5.0
4377,4377,188687,1.0,2.0,1.0,0.0,1.0,5.0
4378,4378,197495,1.0,5.0,0.0,0.0,1.0,7.0
4379,4379,186673,1.0,0.0,0.0,0.0,1.0,2.0
4380,4380,199469,1.0,1.0,1.0,0.0,0.0,3.0
4381,4381,168087,1.0,1.0,0.0,0.0,0.0,2.0
4382,4382,161917,1.0,1.0,1.0,1.0,1.0,5.0
4383,4383,191838,1.0,1.0,1.0,0.0,1.0,4.0
4384,4384,191413,1.0,0.0,0.0,1.0,1.0,3.0
4385,4385,193295,1.0,0.0,1.0,0.0,1.0,3.0
4386,4386,203210,1.0,1.0,1.0,1.0,1.0,5.0
4387,4387,162196,1.0,1.0,1.0,1.0,1.0,5.0
4388,4388,171761,1.0,0.0,1.0,0.0,1.0,3.0
4389,4389,179276,1.0,1.0,1.0,0.0,1.0,4.0
4390,4390,206254,1.0,0.0,0.0,0.0,0.0,1.0
4391,4391,196506,1.0,16.0,1.0,0.0,2.0,20.0
4392,4392,163915,1.0,1.0,1.0,0.0,1.0,4.0
4393,4393,167228,1.0,0.0,1.0,0.0,1.0,3.0
4394,4394,159674,1.0,1.0,1.0,0.0,1.0,4.0
4395,4395,174145,1.0,10.0,1.0,1.0,1.0,14.0
4396,4396,208697,1.0,1.0,1.0,1.0,1.0,5.0
4397,4397,162662,1.0,54.0,2.0,0.0,8.0,65.0
4398,4398,178368,1.0,1.0,1.0,0.0,1.0,4.0
4399,4399,171748,1.0,3.0,1.0,0.0,1.0,6.0
4400,4400,185098,1.0,1.0,1.0,0.0,1.0,4.0
4401,4401,197795,1.0,1.0,1.0,1.0,1.0,5.0
4402,4402,202019,1.0,0.0,1.0,0.0,0.0,2.0
4403,4403,202948,1.0,1.0,0.0,0.0,0.0,2.0
4404,4404,205974,1.0,1.0,0.0,0.0,1.0,3.0
4405,4405,207048,1.0,1.0,1.0,1.0,1.0,5.0
4406,4406,207885,1.0,1.0,1.0,1.0,1.0,5.0
4407,4407,165056,1.0,1.0,0.0,0.0,0.0,2.0
4408,4408,154553,1.0,1.0,1.0,1.0,1.0,5.0
4409,4409,168917,1.0,1.0,1.0,1.0,1.0,5.0
4410,4410,184518,1.0,1.0,0.0,0.0,0.0,2.0
4411,4411,192236,1.0,8.0,1.0,1.0,1.0,12.0
4412,4412,161638,1.0,1.0,1.0,1.0,1.0,5.0
4413,4413,170946,1.0,1.0,0.0,0.0,1.0,3.0
4414,4414,161390,1.0,12.0,1.0,1.0,1.0,16.0
4415,4415,182285,1.0,1.0,1.0,1.0,1.0,5.0
4416,4416,155045,1.0,1.0,1.0,0.0,0.0,3.0
4417,4417,173166,1.0,1.0,1.0,0.0,1.0,4.0
4418,4418,200679,1.0,1.0,1.0,1.0,1.0,5.0
4419,4419,199941,1.0,1.0,1.0,1.0,1.0,5.0
4420,4420,203240,1.0,69.0,1.0,1.0,1.0,73.0
4421,4421,163203,1.0,1.0,1.0,0.0,1.0,4.0
4422,4422,177598,1.0,2.0,1.0,1.0,1.0,6.0
4423,4423,156352,1.0,1.0,0.0,0.0,1.0,3.0
4424,4424,181877,1.0,7.0,1.0,0.0,1.0,10.0
4425,4425,194308,1.0,1.0,1.0,0.0,1.0,4.0
4426,4426,190385,1.0,1.0,1.0,0.0,1.0,4.0
4427,4427,202068,1.0,0.0,1.0,1.0,1.0,4.0
4428,4428,171149,1.0,0.0,0.0,0.0,1.0,2.0
4429,4429,193120,1.0,1.0,1.0,1.0,1.0,5.0
4430,4430,182564,1.0,1.0,1.0,0.0,0.0,3.0
4431,4431,186059,1.0,0.0,0.0,0.0,0.0,1.0
4432,4432,182692,1.0,5.0,0.0,0.0,1.0,7.0
4433,4433,176962,1.0,1.0,1.0,1.0,1.0,5.0
4434,4434,204598,1.0,30.0,6.0,1.0,1.0,39.0
4435,4435,206088,1.0,1.0,0.0,0.0,1.0,3.0
4436,4436,207014,1.0,0.0,1.0,0.0,1.0,3.0
4437,4437,174553,1.0,1.0,1.0,0.0,1.0,4.0
4438,4438,157408,1.0,0.0,1.0,0.0,1.0,3.0
4439,4439,186691,1.0,9.0,8.0,1.0,1.0,20.0
4440,4440,190465,1.0,0.0,1.0,1.0,1.0,4.0
4441,4441,181497,1.0,1.0,1.0,0.0,1.0,4.0
4442,4442,184513,1.0,1.0,1.0,1.0,1.0,5.0
4443,4443,160839,1.0,1.0,1.0,1.0,1.0,5.0
4444,4444,181852,1.0,1.0,1.0,1.0,1.0,5.0
4445,4445,200726,1.0,2.0,0.0,0.0,0.0,3.0
4446,4446,188763,1.0,1.0,1.0,1.0,1.0,5.0
4447,4447,172355,1.0,1.0,1.0,1.0,1.0,5.0
4448,4448,179252,1.0,4.0,1.0,0.0,1.0,7.0
4449,4449,205982,1.0,1.0,1.0,1.0,1.0,5.0
4450,4450,207430,0.0,0.0,0.0,0.0,0.0,0.0
4451,4451,190929,1.0,1.0,1.0,0.0,1.0,4.0
4452,4452,185255,1.0,0.0,1.0,1.0,1.0,4.0
4453,4453,193092,1.0,21.0,1.0,0.0,1.0,24.0
4454,4454,205793,1.0,0.0,1.0,0.0,0.0,2.0
4455,4455,181311,1.0,0.0,0.0,0.0,0.0,1.0
4456,4456,180845,1.0,0.0,2.0,1.0,1.0,5.0
4457,4457,193678,1.0,4.0,0.0,1.0,1.0,7.0
4458,4458,174966,1.0,33.0,1.0,1.0,1.0,37.0
4459,4459,193130,1.0,1.0,1.0,0.0,0.0,3.0
4460,4460,205416,1.0,1.0,1.0,0.0,1.0,4.0
4461,4461,160815,1.0,1.0,1.0,0.0,1.0,4.0
4462,4462,167635,1.0,1.0,1.0,1.0,1.0,5.0
4463,4463,203199,1.0,1.0,1.0,1.0,1.0,5.0
4464,4464,155102,1.0,1.0,1.0,1.0,1.0,5.0
4465,4465,207795,1.0,8.0,1.0,0.0,1.0,11.0
4466,4466,166567,1.0,1.0,0.0,0.0,0.0,2.0
4467,4467,197819,1.0,185.0,3.0,1.0,1.0,191.0
4468,4468,185669,1.0,0.0,1.0,0.0,0.0,2.0
4469,4469,169481,1.0,1.0,1.0,1.0,1.0,5.0
4470,4470,201909,1.0,5.0,1.0,0.0,1.0,8.0
4471,4471,187411,1.0,0.0,0.0,0.0,0.0,1.0
4472,4472,168295,1.0,1.0,1.0,0.0,1.0,4.0
4473,4473,176027,1.0,30.0,1.0,1.0,2.0,35.0
4474,4474,159701,1.0,1.0,1.0,1.0,1.0,5.0
4475,4475,197430,1.0,0.0,0.0,0.0,0.0,1.0
4476,4476,203623,1.0,4.0,1.0,1.0,1.0,8.0
4477,4477,209748,1.0,7.0,1.0,0.0,1.0,10.0
4478,4478,158552,1.0,0.0,1.0,0.0,1.0,3.0
4479,4479,187884,1.0,1.0,1.0,0.0,1.0,4.0
4480,4480,155813,1.0,1.0,1.0,0.0,1.0,4.0
4481,4481,173686,1.0,5.0,1.0,0.0,1.0,8.0
4482,4482,208986,1.0,1.0,1.0,0.0,1.0,4.0
4483,4483,183523,1.0,1.0,1.0,1.0,1.0,5.0
4484,4484,197937,1.0,1.0,1.0,1.0,1.0,5.0
4485,4485,175134,1.0,4.0,2.0,0.0,0.0,7.0
4486,4486,173848,1.0,1.0,1.0,0.0,1.0,4.0
4487,4487,203615,1.0,1.0,0.0,0.0,1.0,3.0
4488,4488,174739,1.0,0.0,1.0,0.0,0.0,2.0
4489,4489,187886,1.0,50.0,4.0,1.0,1.0,57.0
4490,4490,209907,1.0,0.0,1.0,0.0,0.0,2.0
4491,4491,194152,1.0,1.0,1.0,0.0,1.0,4.0
4492,4492,200016,1.0,6.0,0.0,1.0,1.0,9.0
4493,4493,163841,1.0,0.0,0.0,0.0,0.0,1.0
4494,4494,183405,1.0,1.0,0.0,0.0,1.0,3.0
4495,4495,200784,1.0,0.0,1.0,1.0,1.0,4.0
4496,4496,173135,0.0,0.0,0.0,0.0,0.0,0.0
4497,4497,158972,1.0,1.0,1.0,0.0,0.0,3.0
4498,4498,160568,1.0,1.0,1.0,1.0,1.0,5.0
4499,4499,167085,1.0,1.0,1.0,0.0,0.0,3.0
4500,4500,208657,1.0,1.0,1.0,0.0,1.0,4.0
4501,4501,179092,1.0,1.0,1.0,1.0,1.0,5.0
4502,4502,179159,1.0,58.0,1.0,0.0,3.0,63.0
4503,4503,163218,1.0,5.0,1.0,0.0,1.0,8.0
4504,4504,156347,1.0,1.0,1.0,0.0,1.0,4.0
4505,4505,179461,1.0,1.0,1.0,1.0,1.0,5.0
4506,4506,191100,1.0,1.0,1.0,0.0,1.0,4.0
4507,4507,180388,1.0,44.0,4.0,1.0,1.0,51.0
4508,4508,185219,1.0,1.0,1.0,1.0,1.0,5.0
4509,4509,161052,1.0,1.0,1.0,1.0,1.0,5.0
4510,4510,177874,1.0,1.0,1.0,1.0,1.0,5.0
4511,4511,199600,1.0,2.0,1.0,0.0,0.0,4.0
4512,4512,170505,1.0,1.0,1.0,1.0,1.0,5.0
4513,4513,166729,1.0,4.0,1.0,1.0,1.0,8.0
4514,4514,199553,1.0,0.0,1.0,0.0,0.0,2.0
4515,4515,176903,1.0,5.0,0.0,0.0,0.0,6.0
4516,4516,189668,1.0,1.0,1.0,1.0,1.0,5.0
4517,4517,179585,1.0,5.0,1.0,1.0,1.0,9.0
4518,4518,170712,1.0,1.0,1.0,0.0,1.0,4.0
4519,4519,194416,1.0,13.0,3.0,0.0,1.0,18.0
4520,4520,201598,1.0,25.0,0.0,0.0,1.0,27.0
4521,4521,186626,1.0,0.0,1.0,0.0,1.0,3.0
4522,4522,169974,1.0,0.0,0.0,1.0,1.0,3.0
4523,4523,167289,1.0,1.0,1.0,1.0,1.0,5.0
4524,4524,198166,1.0,1.0,1.0,1.0,1.0,5.0
4525,4525,188988,1.0,12.0,1.0,1.0,2.0,17.0
4526,4526,199391,1.0,1.0,0.0,0.0,0.0,2.0
4527,4527,170562,1.0,10.0,1.0,0.0,1.0,13.0
4528,4528,175704,0.0,0.0,0.0,0.0,0.0,0.0
4529,4529,170285,1.0,0.0,0.0,0.0,1.0,2.0
4530,4530,203109,1.0,1.0,0.0,0.0,0.0,2.0
4531,4531,164215,1.0,1.0,1.0,1.0,1.0,5.0
4532,4532,169706,1.0,1.0,1.0,0.0,1.0,4.0
4533,4533,172180,1.0,1.0,1.0,1.0,1.0,5.0
4534,4534,207910,1.0,11.0,1.0,1.0,1.0,15.0
4535,4535,180379,1.0,1.0,1.0,0.0,1.0,4.0
4536,4536,164745,1.0,1.0,0.0,0.0,0.0,2.0
4537,4537,176944,1.0,0.0,1.0,0.0,1.0,3.0
4538,4538,197040,1.0,1.0,1.0,0.0,1.0,4.0
4539,4539,160077,1.0,27.0,1.0,0.0,6.0,35.0
4540,4540,191967,1.0,6.0,1.0,1.0,1.0,10.0
4541,4541,166794,1.0,0.0,0.0,0.0,1.0,2.0
4542,4542,202262,1.0,1.0,1.0,0.0,1.0,4.0
4543,4543,199381,1.0,1.0,1.0,0.0,1.0,4.0
4544,4544,156650,1.0,1.0,0.0,0.0,1.0,3.0
4545,4545,201431,1.0,1.0,1.0,1.0,1.0,5.0
4546,4546,185653,1.0,14.0,1.0,1.0,1.0,18.0
4547,4547,185504,1.0,1.0,1.0,1.0,1.0,5.0
4548,4548,191793,1.0,0.0,1.0,1.0,1.0,4.0
4549,4549,162350,1.0,9.0,1.0,1.0,1.0,13.0
4550,4550,182883,1.0,0.0,0.0,0.0,1.0,2.0
4551,4551,209380,1.0,1.0,1.0,1.0,1.0,5.0
4552,4552,197309,1.0,1.0,1.0,0.0,1.0,4.0
4553,4553,204082,1.0,5.0,1.0,0.0,1.0,8.0
4554,4554,158406,1.0,1.0,0.0,0.0,0.0,2.0
4555,4555,177577,1.0,1.0,0.0,0.0,1.0,3.0
4556,4556,189280,1.0,0.0,0.0,0.0,0.0,1.0
4557,4557,177145,1.0,0.0,0.0,0.0,1.0,2.0
4558,4558,166027,1.0,3.0,4.0,3.0,1.0,12.0
4559,4559,186257,1.0,1.0,1.0,0.0,1.0,4.0
4560,4560,198053,1.0,5.0,1.0,1.0,1.0,9.0
4561,4561,201094,1.0,1.0,1.0,1.0,1.0,5.0
4562,4562,200725,1.0,4.0,0.0,0.0,1.0,6.0
4563,4563,202744,1.0,1.0,1.0,1.0,1.0,5.0
4564,4564,195352,1.0,1.0,1.0,0.0,1.0,4.0
4565,4565,206409,1.0,0.0,0.0,0.0,1.0,2.0
4566,4566,176201,1.0,1.0,1.0,0.0,1.0,4.0
4567,4567,187725,1.0,6.0,1.0,0.0,1.0,9.0
4568,4568,179708,1.0,9.0,1.0,0.0,1.0,12.0
4569,4569,174247,1.0,1.0,1.0,0.0,0.0,3.0
4570,4570,196919,1.0,5.0,1.0,0.0,1.0,8.0
4571,4571,177529,1.0,1.0,1.0,1.0,1.0,5.0
4572,4572,171725,1.0,6.0,1.0,0.0,1.0,9.0
4573,4573,170961,1.0,1.0,1.0,0.0,1.0,4.0
4574,4574,179814,1.0,1.0,1.0,0.0,1.0,4.0
4575,4575,170198,1.0,1.0,1.0,1.0,1.0,5.0
4576,4576,193329,1.0,10.0,1.0,0.0,4.0,16.0
4577,4577,192939,1.0,0.0,1.0,1.0,1.0,4.0
4578,4578,189065,1.0,8.0,1.0,0.0,1.0,11.0
4579,4579,180465,1.0,1.0,1.0,1.0,1.0,5.0
4580,4580,170050,1.0,0.0,0.0,0.0,1.0,2.0
4581,4581,172934,1.0,30.0,1.0,1.0,4.0,37.0
4582,4582,181367,1.0,6.0,0.0,0.0,1.0,8.0
4583,4583,186422,1.0,1.0,0.0,0.0,1.0,3.0
4584,4584,156023,1.0,5.0,1.0,0.0,1.0,8.0
4585,4585,154729,1.0,0.0,1.0,0.0,1.0,3.0
4586,4586,166137,1.0,1.0,1.0,1.0,1.0,5.0
4587,4587,191619,1.0,1.0,1.0,1.0,1.0,5.0
4588,4588,196632,1.0,78.0,1.0,1.0,1.0,82.0
4589,4589,201634,1.0,1.0,1.0,1.0,1.0,5.0
4590,4590,186150,1.0,1.0,0.0,0.0,0.0,2.0
4591,4591,166005,1.0,1.0,1.0,0.0,1.0,4.0
